,date,open,close,high,low,volume,code
0,2016-01-04,3725.86,3470.41,3726.25,3469.01,115370674.0,hs300
1,2016-01-05,3382.18,3478.78,3518.22,3377.28,162116984.0,hs300
2,2016-01-06,3482.41,3539.81,3543.74,3468.47,145966144.0,hs300
3,2016-01-07,3481.15,3294.38,3481.15,3284.74,44102641.0,hs300
4,2016-01-08,3371.87,3361.56,3418.85,3237.93,185959451.0,hs300
5,2016-01-11,3303.12,3192.45,3342.48,3192.45,174638387.0,hs300
6,2016-01-12,3214.82,3215.71,3242.25,3174.55,128225796.0,hs300
7,2016-01-13,3240.48,3155.88,3257.29,3155.88,120666494.0,hs300
8,2016-01-14,3076.65,3221.57,3226.66,3072.04,134537671.0,hs300
9,2016-01-15,3200.89,3118.73,3216.8,3101.05,124601779.0,hs300
10,2016-01-18,3068.24,3130.73,3165.62,3066.73,101128386.0,hs300
11,2016-01-19,3132.71,3223.12,3227.91,3119.22,127653893.0,hs300
12,2016-01-20,3204.22,3174.38,3225.95,3154.43,130650504.0,hs300
13,2016-01-21,3136.38,3081.34,3202.54,3081.34,111189733.0,hs300
14,2016-01-22,3114.9,3113.46,3132.17,3053.96,89951087.0,hs300
15,2016-01-25,3129.03,3128.89,3149.33,3105.1,81540061.0,hs300
16,2016-01-26,3099.6,2940.51,3106.53,2934.65,126933921.0,hs300
17,2016-01-27,2953.18,2930.35,2963.54,2839.29,132229366.0,hs300
18,2016-01-28,2909.33,2853.76,2941.89,2841.84,99222756.0,hs300
19,2016-01-29,2855.6,2946.09,2965.31,2854.37,113304259.0,hs300
20,2016-02-01,2939.04,2901.05,2944.52,2869.56,86795342.0,hs300
21,2016-02-02,2901.53,2961.33,2972.43,2901.51,88601963.0,hs300
22,2016-02-03,2931.29,2948.64,2954.71,2909.9,77389000.0,hs300
23,2016-02-04,2960.33,2984.76,2999.21,2960.21,91779724.0,hs300
24,2016-02-05,2982.06,2963.79,2988.36,2962.85,76850808.0,hs300
25,2016-02-15,2888.43,2946.71,2961.49,2886.02,72919434.0,hs300
26,2016-02-16,2962.19,3037.03,3042.09,2962.19,112579643.0,hs300
27,2016-02-17,3034.09,3063.32,3065.78,3027.05,128291607.0,hs300
28,2016-02-18,3079.53,3053.7,3093.51,3049.84,124401464.0,hs300
29,2016-02-19,3047.94,3051.58,3065.97,3032.63,87338012.0,hs300
30,2016-02-22,3083.93,3118.87,3128.21,3071.33,140946968.0,hs300
31,2016-02-23,3117.2,3089.36,3119.22,3061.43,112567391.0,hs300
32,2016-02-24,3077.61,3109.54,3109.54,3055.25,111782650.0,hs300
33,2016-02-25,3104.41,2918.75,3104.44,2905.46,157829752.0,hs300
34,2016-02-26,2942.09,2948.03,2964.39,2902.95,106949729.0,hs300
35,2016-02-29,2939.58,2877.47,2939.88,2821.22,129341020.0,hs300
36,2016-03-01,2881.33,2930.69,2950.44,2863.32,116045918.0,hs300
37,2016-03-02,2933.92,3051.33,3054.72,2933.12,175972347.0,hs300
38,2016-03-03,3050.39,3058.42,3078.44,3040.25,173105744.0,hs300
39,2016-03-04,3047.54,3093.89,3101.66,3032.42,219172534.0,hs300
40,2016-03-07,3109.0,3104.84,3130.9,3083.58,132462037.0,hs300
41,2016-03-08,3100.15,3107.67,3109.25,3001.83,136235742.0,hs300
42,2016-03-09,3045.92,3071.91,3072.92,3020.13,111466245.0,hs300
43,2016-03-10,3056.21,3013.15,3074.16,3012.69,76072197.0,hs300
44,2016-03-11,2990.21,3018.28,3026.44,2982.17,73333564.0,hs300
45,2016-03-14,3039.57,3065.69,3106.8,3034.0,117108655.0,hs300
46,2016-03-15,3061.34,3074.78,3077.08,3028.58,98311941.0,hs300
47,2016-03-16,3068.87,3090.03,3100.35,3064.52,124736448.0,hs300
48,2016-03-17,3096.81,3124.2,3147.84,3077.57,121661777.0,hs300
49,2016-03-18,3136.22,3171.96,3197.67,3130.1,197302564.0,hs300
50,2016-03-21,3203.29,3249.44,3267.77,3198.36,233269464.0,hs300
51,2016-03-22,3231.61,3225.79,3249.68,3218.73,161020897.0,hs300
52,2016-03-23,3217.73,3236.09,3242.25,3202.98,125679286.0,hs300
53,2016-03-24,3211.5,3181.85,3221.91,3181.81,133131122.0,hs300
54,2016-03-25,3176.81,3197.82,3204.44,3174.32,97395330.0,hs300
55,2016-03-28,3206.95,3169.73,3229.62,3161.88,103441933.0,hs300
56,2016-03-29,3171.31,3135.41,3178.07,3122.76,97294747.0,hs300
57,2016-03-30,3161.29,3216.27,3216.68,3161.29,117802512.0,hs300
58,2016-03-31,3229.2,3218.09,3241.93,3208.67,121552074.0,hs300
59,2016-04-01,3213.67,3221.9,3222.61,3165.86,118122139.0,hs300
60,2016-04-05,3211.3,3264.49,3271.93,3205.21,146047772.0,hs300
61,2016-04-06,3250.52,3257.53,3267.64,3236.2,120196305.0,hs300
62,2016-04-07,3266.29,3209.29,3270.82,3208.64,112409467.0,hs300
63,2016-04-08,3189.85,3185.73,3197.77,3163.3,101005625.0,hs300
64,2016-04-11,3213.51,3230.1,3251.57,3213.51,125212709.0,hs300
65,2016-04-12,3227.37,3218.45,3232.26,3198.9,92869437.0,hs300
66,2016-04-13,3237.86,3261.38,3296.52,3237.86,195613866.0,hs300
67,2016-04-14,3277.1,3275.83,3286.07,3252.05,113157327.0,hs300
68,2016-04-15,3279.86,3272.21,3282.99,3261.73,99807529.0,hs300
69,2016-04-18,3252.67,3228.45,3252.67,3221.66,97090069.0,hs300
70,2016-04-19,3243.97,3238.3,3250.73,3221.58,80871440.0,hs300
71,2016-04-20,3244.14,3181.03,3248.42,3107.37,162207858.0,hs300
72,2016-04-21,3160.8,3160.6,3198.56,3150.94,104752651.0,hs300
73,2016-04-22,3142.56,3174.9,3175.38,3137.99,77078492.0,hs300
74,2016-04-25,3164.74,3162.03,3172.27,3137.11,67519351.0,hs300
75,2016-04-26,3159.77,3179.16,3181.09,3150.4,59020734.0,hs300
76,2016-04-27,3181.93,3165.92,3188.83,3162.69,60004147.0,hs300
77,2016-04-28,3169.33,3160.58,3174.77,3135.64,69870660.0,hs300
78,2016-04-29,3153.54,3156.75,3171.29,3149.4,58029776.0,hs300
79,2016-05-03,3159.82,3213.54,3218.49,3151.41,98164835.0,hs300
80,2016-05-04,3203.47,3209.46,3222.88,3198.29,90862408.0,hs300
81,2016-05-05,3204.17,3213.92,3217.28,3196.57,74733681.0,hs300
82,2016-05-06,3213.14,3130.35,3216.89,3130.15,108680240.0,hs300
83,2016-05-09,3115.43,3065.61,3115.43,3055.0,99230477.0,hs300
84,2016-05-10,3055.21,3069.11,3084.72,3055.18,68849935.0,hs300
85,2016-05-11,3080.64,3082.81,3102.88,3063.09,81794258.0,hs300
86,2016-05-12,3059.38,3090.14,3095.35,3035.02,78765726.0,hs300
87,2016-05-13,3081.68,3074.94,3103.09,3064.69,62629755.0,hs300
88,2016-05-16,3064.53,3095.31,3095.55,3053.66,59461856.0,hs300
89,2016-05-17,3095.52,3086.02,3105.2,3073.46,65278125.0,hs300
90,2016-05-18,3071.53,3068.03,3072.61,3039.46,82715369.0,hs300
91,2016-05-19,3060.34,3062.5,3086.98,3058.15,60444166.0,hs300
92,2016-05-20,3047.78,3078.22,3078.53,3041.52,56080842.0,hs300
93,2016-05-23,3078.51,3087.22,3098.48,3076.5,59697216.0,hs300
94,2016-05-24,3083.24,3063.55,3083.26,3052.59,58734385.0,hs300
95,2016-05-25,3079.75,3059.23,3089.1,3054.87,56652803.0,hs300
96,2016-05-26,3056.6,3064.21,3072.52,3027.44,60392981.0,hs300
97,2016-05-27,3059.73,3062.5,3073.76,3052.18,60468750.0,hs300
98,2016-05-30,3056.31,3066.71,3075.26,3037.66,63098579.0,hs300
99,2016-05-31,3068.6,3169.56,3170.93,3068.6,138863111.0,hs300
100,2016-06-01,3172.96,3160.55,3181.79,3159.82,113148482.0,hs300
101,2016-06-02,3158.02,3167.1,3168.82,3151.06,86003427.0,hs300
102,2016-06-03,3172.95,3189.32,3201.75,3162.09,101491783.0,hs300
103,2016-06-06,3192.78,3178.79,3197.22,3168.55,76693751.0,hs300
104,2016-06-07,3182.44,3177.05,3186.62,3168.18,68928314.0,hs300
105,2016-06-08,3171.81,3163.99,3174.97,3148.35,76291775.0,hs300
106,2016-06-13,3134.04,3066.34,3145.6,3065.77,92975947.0,hs300
107,2016-06-14,3058.44,3075.98,3078.75,3055.66,66279457.0,hs300
108,2016-06-15,3043.96,3116.37,3128.67,3042.23,87393257.0,hs300
109,2016-06-16,3104.36,3094.67,3112.48,3089.48,82974703.0,hs300
110,2016-06-17,3096.09,3110.36,3131.05,3096.09,85402985.0,hs300
111,2016-06-20,3114.91,3112.67,3118.73,3089.71,63587141.0,hs300
