,date,open,close,high,low,volume,code
0,2017-12-28 14:55,4015.09,4015.2,4016.55,4014.71,3321620.0,hs300
1,2017-12-28 15:00,4015.2,4018.9,4020.3,4014.81,2885206.0,hs300
2,2017-12-29 09:35,4022.88,4028.59,4030.67,4022.12,5726943.0,hs300
3,2017-12-29 09:40,4028.59,4035.71,4036.98,4027.66,3797441.0,hs300
4,2017-12-29 09:45,4035.71,4039.43,4039.43,4034.94,3434552.0,hs300
5,2017-12-29 09:50,4039.22,4040.97,4043.04,4039.22,3021655.0,hs300
6,2017-12-29 09:55,4040.97,4038.88,4042.62,4038.77,3008833.0,hs300
7,2017-12-29 10:00,4038.88,4034.71,4038.88,4033.97,2906912.0,hs300
8,2017-12-29 10:05,4034.71,4032.97,4036.37,4032.97,2319546.0,hs300
9,2017-12-29 10:10,4032.97,4028.48,4032.97,4028.48,2310298.0,hs300
10,2017-12-29 10:15,4028.48,4031.43,4031.43,4026.74,2279640.0,hs300
11,2017-12-29 10:20,4031.64,4028.51,4033.54,4028.26,2301115.0,hs300
12,2017-12-29 10:25,4028.39,4026.26,4029.63,4026.26,1813235.0,hs300
13,2017-12-29 10:30,4025.63,4021.65,4026.47,4021.65,1736892.0,hs300
14,2017-12-29 10:35,4021.65,4021.77,4022.58,4021.11,1606846.0,hs300
15,2017-12-29 10:40,4021.77,4018.19,4022.26,4018.19,1459842.0,hs300
16,2017-12-29 10:45,4018.19,4021.03,4022.06,4017.82,1432691.0,hs300
17,2017-12-29 10:50,4021.03,4022.49,4022.83,4021.03,1546786.0,hs300
18,2017-12-29 10:55,4022.49,4022.97,4023.56,4022.17,1365872.0,hs300
19,2017-12-29 11:00,4022.97,4027.78,4027.78,4022.38,1450390.0,hs300
20,2017-12-29 11:05,4027.78,4027.2,4028.73,4026.77,1762154.0,hs300
21,2017-12-29 11:10,4027.2,4025.59,4027.92,4024.83,1650524.0,hs300
22,2017-12-29 11:15,4025.59,4024.95,4026.48,4024.95,1413204.0,hs300
23,2017-12-29 11:20,4024.95,4020.59,4024.95,4019.81,1530340.0,hs300
24,2017-12-29 11:25,4020.59,4019.56,4020.79,4019.42,1012716.0,hs300
25,2017-12-29 11:30,4019.56,4022.06,4022.06,4019.3,815756.0,hs300
26,2017-12-29 13:05,4022.06,4023.88,4024.78,4022.06,1453448.0,hs300
27,2017-12-29 13:10,4023.88,4024.95,4024.95,4023.26,979892.0,hs300
28,2017-12-29 13:15,4024.95,4024.8,4026.75,4024.57,1141884.0,hs300
29,2017-12-29 13:20,4024.8,4023.63,4024.8,4022.69,1146110.0,hs300
30,2017-12-29 13:25,4023.63,4021.83,4023.67,4021.05,1237594.0,hs300
31,2017-12-29 13:30,4021.83,4020.27,4022.7,4020.27,1524993.0,hs300
32,2017-12-29 13:35,4020.27,4015.04,4020.27,4015.04,1637092.0,hs300
33,2017-12-29 13:40,4014.79,4015.09,4015.36,4012.89,1673446.0,hs300
34,2017-12-29 13:45,4015.09,4018.24,4018.41,4014.74,1181893.0,hs300
35,2017-12-29 13:50,4018.24,4020.85,4020.92,4018.24,1325466.0,hs300
36,2017-12-29 13:55,4020.85,4020.87,4021.3,4020.03,1347583.0,hs300
37,2017-12-29 14:00,4020.87,4022.81,4022.95,4020.87,1205109.0,hs300
38,2017-12-29 14:05,4022.81,4025.6,4025.6,4022.04,1595126.0,hs300
