96,17.346
97,16.956
98,17.17
99,16.868
100,16.634
101,15.883
102,15.99
103,15.678
104,16.02
105,16.683
106,16.049
107,16.156
108,15.279
109,14.957
110,14.616
111,14.167
112,14.323
113,14.313
114,15.747
115,16.546
116,16.527
117,17.287
118,17.56
119,17.385
120,18.077
121,17.55
122,16.77
123,16.77
124,17.765
125,17.004
126,16.8
127,16.78
128,17.467
129,17.815
130,18.54
131,19.336
132,18.769
133,18.063
134,18.113
135,17.904
136,17.974
137,18.043
138,17.884
139,17.904
140,17.546
141,17.347
142,16.999
143,17.914
144,17.824
145,17.655
146,17.844
147,17.715
148,17.844
149,17.854
150,17.964
151,17.646
152,17.337
153,17.516
154,17.685
155,17.238
156,16.91
157,16.393
158,15.091
159,15.23
160,15.081
161,15.041
162,14.971
163,15.111
164,15.359
165,15.906
166,16.005
167,16.055
168,15.598
169,14.981
170,15.031
171,15.061
172,14.932
173,14.683
174,14.723
175,14.216
176,14.275
177,14.345
178,14.365
179,13.967
180,13.53
181,14.097
182,14.097
183,14.176
184,14.335
185,14.047
186,14.007
187,14.037
188,14.196
189,14.027
190,13.57
191,12.983
192,13.013
193,12.923
194,13.301
195,13.013
196,13.182
197,13.112
198,13.252
199,13.699
200,13.689
201,14.683
202,15.17
203,14.524
204,14.275
205,14.504
206,14.673
207,15.22
208,15.14
209,14.882
210,14.961
211,15.13
212,15.041
213,15.001
214,15.071
215,15.061
216,14.146
217,14.474
218,14.782
219,14.812
220,15.329
221,16.105
222,16.184
223,16.194
224,15.995
225,15.787
226,15.319
227,15.329
228,15.26
229,15.558
230,15.657
231,15.439
232,15.379
233,15.23
234,14.643
235,14.613
236,14.574
237,14.951
238,14.494
239,13.838
240,13.033
241,13.023
242,12.834
243,12.814
244,12.645
245,12.685
246,12.834
247,12.625
248,12.824
249,12.456
250,12.496
251,12.486
252,12.764
253,12.715
254,12.774
255,12.834
256,12.615
257,11.363
258,10.786
259,11.144
260,11.214
261,11.293
262,11.303
263,11.214
264,11.422
265,11.77
266,11.512
267,11.572
268,11.214
269,10.985
270,10.886
271,10.458
272,10.428
273,10.16
274,10.379
275,10.508
276,10.369
277,11.403
278,11.601
279,11.532
280,11.144
281,11.621
282,11.303
283,12.436
284,12.049
285,12.267
286,12.088
287,11.999
288,11.462
289,11.86
290,11.969
291,11.651
292,11.701
293,11.572
294,10.945
295,10.965
296,11.104
297,11.194
298,11.035
299,11.005
300,11.214
301,11.631
302,11.641
303,11.75
304,11.701
305,11.572
306,11.691
307,11.741
308,11.572
309,11.035
310,11.124
311,11.333
312,11.144
313,10.597
314,10.229
315,10.468
316,10.478
317,10.587
318,10.577
319,10.438
320,10.518
321,10.736
322,11.134
323,11.452
324,11.323
325,11.015
326,11.015
327,11.074
328,11.084
329,11.283
330,11.104
331,11.104
332,11.094
333,10.965
334,11.015
335,10.836
336,10.727
337,10.458
338,10.369
339,10.518
340,10.548
341,10.468
342,10.577
343,10.657
344,10.518
345,10.577
346,10.577
347,10.319
348,10.249
349,10.021
350,10.19
351,10.21
352,10.438
353,10.239
354,10.299
355,10.359
356,10.408
357,10.438
358,10.577
359,10.587
360,10.508
361,10.448
362,10.418
363,10.478
364,10.468
365,10.687
366,11.015
367,11.432
368,11.114
369,10.915
370,11.343
371,11.672
372,11.642
373,11.612
374,11.533
375,11.811
376,12.041
377,11.951
378,12.09
379,12.15
380,12.001
381,12.12
382,12.15
383,12.031
384,11.981
385,11.782
386,11.981
387,12.299
388,13.007
389,12.797
390,12.867
391,13.066
392,13.305
393,13.694
394,13.933
395,13.734
396,13.285
397,12.977
398,13.076
399,13.475
400,14.471
401,14.56
402,15.267
403,15.586
404,15.138
405,15.317
406,15.108
407,15.098
408,15.765
409,15.606
410,15.437
411,14.56
412,14.401
413,14.48
414,14.391
415,13.913
416,13.843
417,14.261
418,14.192
419,14.212
420,14.53
421,15.108
422,14.859
423,14.959
424,14.5
425,14.142
426,14.301
427,14.361
428,14.032
429,14.321
430,14.222
431,14.132
432,14.012
433,13.634
434,13.614
435,13.763
436,13.992
437,14.002
438,13.923
439,14.172
440,14.192
441,13.903
442,13.983
443,13.883
444,13.684
445,14.809
446,14.55
447,14.72
448,14.819
449,15.148
450,14.58
451,14.49
452,14.401
453,14.271
454,14.62
455,14.57
456,14.968
457,15.247
458,15.108
459,15.038
460,16.174
461,16.193
462,16.403
463,16.602
464,16.502
465,16.233
466,15.456
467,15.636
468,15.795
469,16.044
470,17.15
471,16.92
472,16.761
473,16.841
474,17.13
475,16.91
476,17.707
477,18.175
478,18.255
479,18.026
480,18.285
481,18.653
482,18.554
