,date,open,close,high,low,volume,code
0,2010-01-04,3592.468,3536.221,3597.75,3535.38,66101080.0,hs300
1,2010-01-05,3545.186,3564.038,3577.53,3497.66,85809641.0,hs300
2,2010-01-06,3558.7,3542.209,3588.83,3541.17,78473125.0,hs300
3,2010-01-07,3543.16,3472.313,3558.56,3452.77,80350037.0,hs300
4,2010-01-08,3456.908,3480.403,3482.08,3426.7,60613533.0,hs300
5,2010-01-11,3593.106,3482.68,3594.53,3465.32,89980172.0,hs300
6,2010-01-12,3477.842,3535.407,3535.41,3437.66,93743278.0,hs300
7,2010-01-13,3448.291,3421.116,3490.11,3415.69,112409077.0,hs300
8,2010-01-14,3433.472,3469.616,3470.32,3411.81,83353252.0,hs300
9,2010-01-15,3472.524,3483.312,3500.07,3448.66,72543102.0,hs300
10,2010-01-18,3471.777,3501.258,3501.26,3458.04,82854307.0,hs300
11,2010-01-19,3506.806,3507.877,3528.39,3497.09,74883232.0,hs300
12,2010-01-20,3512.246,3395.435,3515.45,3387.82,92495146.0,hs300
13,2010-01-21,3397.043,3409.299,3425.18,3364.72,70595068.0,hs300
14,2010-01-22,3364.452,3366.717,3390.8,3293.19,88933404.0,hs300
15,2010-01-25,3340.013,3327.992,3372.43,3326.27,56849171.0,hs300
16,2010-01-26,3328.113,3243.149,3341.2,3222.14,61735234.0,hs300
17,2010-01-27,3243.038,3198.868,3255.12,3183.36,52652081.0,hs300
18,2010-01-28,3195.289,3207.379,3220.31,3168.46,46838760.0,hs300
19,2010-01-29,3190.315,3204.912,3249.45,3176.92,50235148.0,hs300
20,2010-02-01,3198.23,3152.904,3198.31,3116.44,56856911.0,hs300
21,2010-02-02,3170.778,3146.313,3211.94,3143.09,50130033.0,hs300
22,2010-02-03,3160.712,3230.806,3231.07,3094.57,64590586.0,hs300
23,2010-02-04,3206.431,3219.349,3242.52,3190.44,58972726.0,hs300
24,2010-02-05,3147.721,3153.272,3177.42,3129.92,59105845.0,hs300
25,2010-02-08,3152.253,3151.52,3172.31,3133.81,37242467.0,hs300
26,2010-02-09,3147.761,3169.058,3178.95,3144.48,35815979.0,hs300
27,2010-02-10,3195.142,3214.138,3214.16,3182.83,34087351.0,hs300
28,2010-02-11,3216.688,3220.262,3238.35,3207.17,35689069.0,hs300
29,2010-02-12,3232.879,3251.044,3253.2,3228.74,33902783.0,hs300
30,2010-02-22,3248.947,3234.015,3261.95,3232.78,38136028.0,hs300
31,2010-02-23,3225.393,3198.521,3225.39,3152.93,42606777.0,hs300
32,2010-02-24,3177.082,3244.769,3244.77,3165.13,49975063.0,hs300
33,2010-02-25,3252.153,3292.06,3294.14,3249.33,67392543.0,hs300
34,2010-02-26,3286.095,3282.143,3301.15,3273.69,52107288.0,hs300
35,2010-03-01,3290.007,3324.825,3330.38,3287.56,60504520.0,hs300
36,2010-03-02,3327.103,3311.53,3339.89,3299.68,57034374.0,hs300
37,2010-03-03,3313.023,3335.654,3335.65,3293.92,60622732.0,hs300
38,2010-03-04,3338.674,3250.573,3345.91,3244.98,69346810.0,hs300
39,2010-03-05,3253.164,3260.271,3276.4,3239.68,45569511.0,hs300
40,2010-03-08,3268.397,3286.144,3293.93,3258.03,41529506.0,hs300
41,2010-03-09,3285.62,3306.176,3322.51,3255.98,54199486.0,hs300
42,2010-03-10,3304.036,3280.317,3321.08,3267.76,46381147.0,hs300
43,2010-03-11,3282.199,3277.335,3303.49,3251.7,47446956.0,hs300
44,2010-03-12,3277.309,3233.824,3284.26,3232.12,39783652.0,hs300
45,2010-03-15,3231.216,3183.276,3234.82,3171.8,37844304.0,hs300
46,2010-03-16,3183.775,3203.66,3203.8,3169.1,30744562.0,hs300
47,2010-03-17,3214.216,3273.779,3273.78,3207.27,45706323.0,hs300
48,2010-03-18,3277.883,3267.814,3295.37,3256.59,46872990.0,hs300
49,2010-03-19,3270.978,3293.292,3296.41,3251.14,45947007.0,hs300
50,2010-03-22,3297.824,3302.439,3313.92,3288.51,49326085.0,hs300
51,2010-03-23,3305.554,3275.928,3309.12,3272.92,46539536.0,hs300
52,2010-03-24,3282.052,3277.087,3298.54,3271.03,44547966.0,hs300
53,2010-03-25,3270.39,3229.156,3270.39,3222.82,44984285.0,hs300
54,2010-03-26,3226.8,3274.941,3285.39,3220.59,47444965.0,hs300
55,2010-03-29,3295.763,3358.819,3363.61,3293.67,84724910.0,hs300
56,2010-03-30,3361.353,3367.207,3372.26,3350.31,56436980.0,hs300
57,2010-03-31,3369.193,3345.844,3369.9,3338.74,53124287.0,hs300
58,2010-04-01,3349.884,3391.905,3392.48,3349.88,67622175.0,hs300
59,2010-04-02,3400.139,3407.281,3412.2,3391.81,69015592.0,hs300
60,2010-04-06,3422.849,3405.442,3436.29,3386.89,65191710.0,hs300
61,2010-04-07,3403.088,3387.705,3404.58,3369.02,54011228.0,hs300
62,2010-04-08,3381.306,3346.409,3381.31,3336.16,62185322.0,hs300
63,2010-04-09,3348.773,3379.365,3379.4,3342.47,51263265.0,hs300
64,2010-04-12,3388.355,3351.478,3393.56,3330.3,74565150.0,hs300
65,2010-04-13,3350.726,3391.716,3401.707,3324.048,36958022.04,hs300
66,2010-04-14,3394.635,3404.24,3404.24,3377.44,60104453.0,hs300
67,2010-04-15,3407.025,3394.803,3412.94,3365.88,61051685.0,hs300
68,2010-04-16,3388.286,3357.22,3388.29,3348.78,46991495.0,hs300
69,2010-04-19,3313.499,3177.299,3313.5,3175.44,88416300.0,hs300
70,2010-04-20,3176.414,3173.591,3196.65,3130.96,63973797.0,hs300
71,2010-04-21,3178.877,3236.83,3237.54,3164.76,66928331.0,hs300
72,2010-04-22,3222.68,3202.314,3231.99,3177.73,71081688.0,hs300
73,2010-04-23,3198.784,3190.308,3224.74,3172.58,61252679.0,hs300
74,2010-04-26,3195.457,3172.736,3207.72,3168.37,50894199.0,hs300
75,2010-04-27,3163.101,3108.961,3163.1,3060.85,65296574.0,hs300
76,2010-04-28,3080.324,3097.8,3122.11,3062.09,45995406.0,hs300
77,2010-04-29,3114.941,3060.768,3130.7,3059.8,48059469.0,hs300
78,2010-04-30,3060.12,3067.852,3068.13,3014.07,54477881.0,hs300
79,2010-05-04,3005.487,3019.449,3056.082,2994.921,41248610.0,hs300
80,2010-05-05,2981.777,3036.564,3036.86,2943.36,59670441.0,hs300
81,2010-05-06,3014.907,2897.549,3014.91,2895.39,58770413.0,hs300
82,2010-05-07,2835.879,2836.781,2892.53,2817.15,60998271.0,hs300
83,2010-05-10,2842.366,2858.403,2872.31,2798.52,50209173.0,hs300
84,2010-05-11,2916.335,2801.028,2922.13,2790.7,58344084.0,hs300
85,2010-05-12,2781.708,2818.46,2832.15,2756.42,53002271.0,hs300
86,2010-05-13,2818.578,2886.602,2886.97,2811.66,54955336.0,hs300
87,2010-05-14,2865.58,2868.24,2888.09,2849.24,42481896.0,hs300
88,2010-05-17,2828.882,2714.7,2828.88,2712.44,52158060.0,hs300
89,2010-05-18,2711.407,2770.23,2781.84,2686.97,54374972.0,hs300
90,2010-05-19,2748.952,2762.678,2803.7,2723.3,45576221.0,hs300
91,2010-05-20,2739.219,2726.422,2793.88,2721.07,42059167.0,hs300
92,2010-05-21,2656.419,2769.094,2769.09,2647.6,54475383.0,hs300
93,2010-05-24,2787.751,2873.771,2886.37,2787.75,74290222.0,hs300
94,2010-05-25,2851.256,2814.703,2855.33,2798.02,55168327.0,hs300
95,2010-05-26,2814.444,2814.05,2839.03,2797.63,39779605.0,hs300
96,2010-05-27,2808.048,2859.866,2866.86,2771.59,53310881.0,hs300
97,2010-05-28,2885.857,2850.66,2893.69,2835.07,51529334.0,hs300
98,2010-05-31,2835.334,2773.637,2857.42,2772.79,46216854.0,hs300
99,2010-06-01,2755.284,2744.703,2782.29,2710.59,44813698.0,hs300
100,2010-06-02,2729.328,2757.914,2757.91,2700.07,39587020.0,hs300
101,2010-06-03,2769.096,2736.58,2787.51,2735.7,39444622.0,hs300
102,2010-06-04,2721.359,2744.623,2748.48,2713.09,32617577.0,hs300
103,2010-06-07,2692.831,2696.27,2716.4,2673.34,39541993.0,hs300
104,2010-06-08,2694.106,2699.687,2720.59,2672.06,35004626.0,hs300
105,2010-06-09,2711.642,2782.163,2787.82,2687.33,60209533.0,hs300
106,2010-06-10,2755.94,2750.22,2776.26,2746.11,42906334.0,hs300
